"RELIANCE","Nifty"
-0.002646805109696755,-0.0020308385618384604
-0.010953592868628488,-0.029963988504258552
-0.04538444419021197,-0.0031067936898908277
0.021767695410495322,0.01635372426868786
-0.01433922262509441,0.006059844238869928
0.02167322711575161,0.004647232784114913
-0.011623742584262277,-0.0028354690616365233
-0.008408766574349223,-0.002632790921100008
-0.009725434185676032,0.02616723439938259
0.03509192190589458,0.0023132877445660644
0.0063060570801424945,0.0043341857742917505
0.011440650854849686,0.01694591211193803
0.02660148856264734,0.003898568531710234
0.004097237698372135,0.003654320522366598
-0.025365290179221817,0.008468876513875734
0.0035643704095914613,0.00847711466279042
0.002424125183333799,0.00042644127714500427
0.02002138625898007,0.0042684007529854694
0.02486635001376856,-0.01602363896242265
-0.015224916506450628,-0.0013054977908195536
-0.007866713623185058,-0.00464348377752478
0.03254217011930848,-0.003751433010892481
-0.00938563264031589,-0.001375563090404897
-0.005490840872584144,-0.005814064862914957
-0.014939970124720921,-0.015552409815521176
-0.01450710819264998,0.0045975356157835654
-0.016393410421991838,0.007220854166756976
0.02120188543056012,0.009753739270961043
0.009381570733549442,0.010784555802697318
0.009184447681030824,0.00043718232922614075
-0.016021978182932013,0.0067825665516733375
-0.0012737052096833679,0.0029540987422683684
0.0004435834685391084,-0.006936269417846763
-0.03209343651592143,-0.008903438856326518
-0.024796847012738234,0.0008166138973679614
-0.011744635937432123,0.000587803292570309
0.002020357074467137,-0.0095127196099118
-0.0013639701132012406,0.018511375396621055
0.016092642049854416,0.012680098134219477
0.010168929864319465,0.004410081781896336
0.04229098033206738,-0.008181143142976327
-0.014376222752733009,0.001692278452961834
-0.0032662058822859486,-0.020251181785124892
-0.01728911694406587,-0.005104655836925736
-0.012073820162820591,-0.0013888361833120995
-0.0037245911856277386,0.008741406938594614
0.009171035432330032,-0.014613719234275296
-0.015860206039943463,-0.0016882552108930973
-0.009410645410367924,0.010442238339086678
0.01751574309768324,-0.004287301231876134
0.013771378549374796,-0.0059003669962763225
-0.01439004684859078,-0.0073830435643865095
-0.002394459209958756,-0.002333477124643905
-0.014225490627394479,-0.0009297495744854571
0.007126323231736255,-0.0014222709629174983
-0.003596841137528994,-0.0221139187781
-0.018463900629397286,-0.0000899048764224083
-0.02122256431878645,0.01809041730724437
-0.001170568790345544,-0.0001530568903414451
0.018809787880758,0.011217759981156518
0.012167077322045694,0.00857771332071617
-0.013635450000827096,0.00004612223951402989
0.009943453859255713,0.006246964564525103
0.039683233442036496,0.007332623144788592
0.033721979621213954,0.00023350808761768213
0.010334070445280043,0.006110279588982049
0.02006966356926571,-0.01441021111614224
0.0012466465744586167,-0.01156582778143993
0.005088437791824513,-0.018347709853590428
