"BAJAJFINSV","Nifty"
-0.008510735954167056,-0.0020308385618384604
-0.013287563362778976,-0.029963988504258552
-0.023118996086712928,-0.0031067936898908277
-0.0008539090201289373,0.01635372426868786
0.049855559061425095,0.006059844238869928
-0.008218522789846574,0.004647232784114913
-0.008989909051205627,-0.0028354690616365233
0.014790605668638476,-0.002632790921100008
-0.025069005716738996,0.02616723439938259
0.027786691533358398,0.0023132877445660644
-0.01660134131842612,0.0043341857742917505
-0.007652050606329377,0.01694591211193803
0.05087637367854887,0.003898568531710234
-0.022164096240092537,0.003654320522366598
0.0042934091492199235,0.008468876513875734
0.010784134044511756,0.00847711466279042
0.04816350325926446,0.00042644127714500427
0.054529556729669644,0.0042684007529854694
0.006791371539609562,-0.01602363896242265
-0.008697182091188183,-0.0013054977908195536
0.04265813795059442,-0.00464348377752478
-0.027065573896910947,-0.003751433010892481
0.001974848423917442,-0.001375563090404897
0.003296417806051926,-0.005814064862914957
-0.00487733907611162,-0.015552409815521176
-0.013240289732774734,0.0045975356157835654
-0.00900285653503492,0.007220854166756976
-0.01823871317148474,0.009753739270961043
0.06292994363180866,0.010784555802697318
0.007871524609343553,0.00043718232922614075
-0.018102456517524155,0.0067825665516733375
0.00040442427103908464,0.0029540987422683684
-0.011353561176700182,-0.006936269417846763
0.0027941863755629307,-0.008903438856326518
-0.024263327060469297,0.0008166138973679614
-0.004039934418909965,0.000587803292570309
0.0009791209966315564,-0.0095127196099118
-0.022078652132634727,0.018511375396621055
0.016075472940100526,0.012680098134219477
0.020567508653431398,0.004410081781896336
0.023184522570969295,-0.008181143142976327
-0.009999815200181103,0.001692278452961834
0.04006261992694342,-0.020251181785124892
-0.03819228723621611,-0.005104655836925736
-0.009247426107936316,-0.0013888361833120995
0.0008578931127234385,0.008741406938594614
0.014571261918865645,-0.014613719234275296
0.014429474711675064,-0.0016882552108930973
-0.032512611215410984,0.010442238339086678
0.012085528615956144,-0.004287301231876134
-0.023780307560878546,-0.0059003669962763225
-0.017424712016830466,-0.0073830435643865095
-0.021244915532043662,-0.002333477124643905
-0.032251021229951105,-0.0009297495744854571
0.004530807998833648,-0.0014222709629174983
0.024974881991026935,-0.0221139187781
0.0031638550590090513,-0.0000899048764224083
-0.016567446226021135,0.01809041730724437
0.0317764292997956,-0.0001530568903414451
0.01078998002371101,0.011217759981156518
0.009190188874889559,0.00857771332071617
-0.0006655567474452019,0.00004612223951402989
0.0032245393049072564,0.006246964564525103
0.017048644755284146,0.007332623144788592
0.0062174013168083625,0.00023350808761768213
-0.0066911669001589,0.006110279588982049
-0.01130687236967593,-0.01441021111614224
-0.011610193434515635,-0.01156582778143993
0.009073650375081328,-0.018347709853590428
-0.008678381087672667,-0.00832727030408772
-0.05853802215971074,0.006200972218077579
0.004966818333717046,-0.0037249711464974445
-0.015570079333651595,-0.011079600295360086
0.02793304563624839,-0.011011130911170577
-0.0009914875498533149,0.008741362792442713
-0.025142433045997847,-0.005533650087339235
-0.00045253638885016124,-0.007069389241178434
0.04809687369119366,0.018389072297255935
0.032896638195010285,-0.0008581892393319664
0.011289894286916971,-0.027363997974243243
-0.005099409698452802,-0.004903074595529251
-0.003359466002156535,0.01665572812826472
-0.04107438856054994,0.01632790087285601
0.032832025721051476,-0.023819081108675373
0.011999490349219112,0.013350641679427578
-0.010470589494613318,-0.0013660455389348633
0.004204650897644675,0.004638677694542836
0.006350032243886378,0.013470839079329307
0.0014561128108533247,-0.0009553778371973114
0.010593893591611819,0.006885251750655042
0.004590329174910051,-0.00026711779894933663
-0.010844038331606196,0.004506613822586324
0.007032947724678038,-0.010485957826354059
0.007325992884471604,-0.0036916927212447916
0.006966848553193523,-0.0005695887836233296
0.00033748894332964394,-0.0018716686741803124
0.03431164942686331,0.01378175153263604
-0.001957019269026727,-0.000029643154317469506
-0.0017976455144271724,-0.023353592485681356
-0.014602739536996522,-0.012305070097009135
0.0003322633222245082,-0.000547036415826506
0.007506852231732564,-0.0019616767653562856
0.008967228573568185,-0.008694134263083547
-0.009835349707728197,-0.0027038282807972467
-0.008843928023046675,0.012720668907886142
0.04085243594325807,-0.0195828755400476
-0.007613094585391245,0.002203268379177302
-0.0073169493042141275,0.003883300602608508
-0.02509987261815442,0.004167746466569173
-0.0012989427441773235,0.005498738840636497
-0.0028347342341657673,0.010263830168687968
0.0035451934724186653,0.006159334572503213
0.01143095407309196,0.015580570211586715
0.00013184584096614179,0.003405944778791608
-0.00042826085728055565,-0.0024697336986115753
0.005669033407755852,0.004443375103890021
-0.015534846495787612,-0.0020124304596331527
0.006192145434659112,-0.007481025274138531
-0.007014378340585524,0.006022745557451826
0.009296347266981838,0.010103340503077082
0.011587519728794847,-0.0009640797331137152
0.016643886904478215,0.004736586359577347
0.028698015037376345,0.00439015171462842
0.04974103160846527,-0.0013318922430641084
0.02214620662809946,-0.01736029555215228
0.027192145944908222,-0.004125289314835068
-0.0038788338093393377,0.0038422055158737205
-0.027682957651555287,0.01185335753166997
0.00962689746599596,-0.0006561479190562965
0.001999802914272178,0.008244543975540444
0.005669172901454072,0.009884089482085155
0.01694036869125012,0.00020908382743729047
-0.01532892544658394,-0.0007432666411863853
-0.012034722164607561,-0.008601200486173095
-0.009622907669817085,0.012198887691611706
-0.010039406573223364,-0.005061700932414368
-0.00545600496256482,-0.00794547038922521
0.0313655044625872,-0.018840446711441892
-0.0015610694472101652,-0.0028704700394689632
-0.0059932903724768906,0.00456396845388036
0.007981194914663875,0.005582056356499482
0.04820109090901374,0.013185994273346446
0.01075168242413494,0.0011954032319099058
0.0068461943790940095,-0.0030608991632820456
0.032155828516217934,0.005993941652052864
0.06383036819514165,0.0024160033063777373
-0.017565967572203106,-0.0028002981731799353
-0.03272139194177924,-0.0045536279313066015
0.043693781979321736,-0.007418833032368831
-0.003333252753795555,-0.013341379075136404
0.0012479261307887192,0.0007664473528848139
-0.009472381105102384,0.019471412676546625
-0.02592036232042528,-0.004842373519467848
0.01911799972376068,-0.001268092464260794
-0.014982118474977811,0.0033780685944950458
-0.011426775054502089,-0.014408266524589562
-0.019082626571156457,-0.00869484995969073
-0.0024415909048237563,-0.05915098084513259
-0.0007184704810684787,0.009181738378793745
-0.08695409334149037,-0.011274391209092361
-0.003761634341932055,0.020162104638065954
0.00336600462151238,0.0066675471225543384
0.017882184382873263,-0.003830365005164931
0.04035188815278363,-0.02326467596710845
-0.002892479781840104,-0.008842977598256849
-0.020554696970147827,0.013735907736166904
0.007136395228998647,-0.021468770931867616
0.036381353208442935,-0.01257339957959947
-0.011593224039016517,0.017125760483082453
-0.04278882655361363,0.016954456215653745
-0.000285622431058716,-0.0039009540861159927
0.034942827370488476,0.00015404360304868824
-0.003257617133991628,0.010649249236337534
-0.008309139728264588,-0.005481266728063782
